/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_01_266.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_01_266.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_01_266.jpg,0,0,0,7.912765
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_01_336.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_01_336.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_01_336.jpg,0,0,0,7.866073
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_01_409.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_01_409.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_01_409.jpg,0,0,0,7.804252
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_01_484.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_01_484.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_01_484.jpg,0,0,0,7.742929
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_01_559.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_01_559.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_01_559.jpg,0,0,0,7.69726
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_01_645.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_01_645.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_01_645.jpg,0,0.143805,0,7.696056
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_01_724.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_01_724.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_01_724.jpg,0,0.37977,0,7.917981
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_01_802.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_01_802.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_01_802.jpg,0,0.6150062,0,8.388149
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_01_873.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_01_873.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_01_873.jpg,0,0.82845,0,8.882685
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_01_950.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_01_950.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_01_950.jpg,0,1,0,9.717364
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_02_019.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_02_019.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_02_019.jpg,0,1,0,10.38592
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_02_093.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_02_093.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_02_093.jpg,0,1,0,11.27116
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_02_169.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_02_169.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_02_169.jpg,0,1,0,11.90215
/home/marcin/Projects/self-driving/IMG/center_2019_01_06_17_57_02_249.jpg,/home/marcin/Projects/self-driving/IMG/left_2019_01_06_17_57_02_249.jpg,/home/marcin/Projects/self-driving/IMG/right_2019_01_06_17_57_02_249.jpg,0,1,0,13.04235
